,name,rating,reviews,companytype,numemployee
5100,Fipola Retail,3.7,129,Food Processing , 1k-5k Employees 
5101,Groww,3.9,129,FinTech , 51-200 Employees 
5102,Invenio Business Solutions,3.4,129,IT Services & Consulting , 501-1k Employees 
5103,Red FM 93.5,4.1,128,Broadcasting , 501-1k Employees (Global) 
5104,University of Delhi,4.2,128,Education & Training , 10k-50k Employees 
5105,NHPC,4.2,128,Power , 5k-10k Employees 
5106,APC By Schneider Electric,4.2,128,Electrical Equipment , 10k-50k Employees 
5107,Himalaya Opticals,4.1,128,Retail , 201-500 Employees 
5108,Ivy Mobility Solutions,3.7,128,IT Services & Consulting , 501-1k Employees 
5109,Sony India Software Center,4.1,128,Consumer Electronics & Appliances , 1k-5k Employees 
5110,Karnataka Bank,3.8,128,Banking , 5k-10k Employees 
5111,Acer India,4.1,128,IT Services & Consulting , 51-200 Employees 
5112,NIELIT,4.4,128,Education & Training , 5k-10k Employees 
5113,HMSHost,3.8,128,FMCG , 201-500 Employees 
5114,NSL Textiles,4.2,128,Fashion & Textile , 1k-5k Employees 
5115,KMC Constructions,3.7,128,Engineering & Construction , 201-500 Employees 
5116,Podar Jumbo Kids,4.4,128,Education & Training , 5k-10k Employees 
5117,EGIS,4.1,128,Power , 10k-50k Employees (Global) 
5118,Country Delight,4.0,128,Beverage , 501-1k Employees 
5119,Taikisha Engineering India,4.1,128,Industrial Machinery , 1k-5k Employees 
5120,Taikisha Engineering India,4.1,128,Industrial Machinery , 1k-5k Employees 
5121,Federal Mogul Powertrain,3.8,128,Auto Components , 1k-5k Employees 
5122,KWALITY DAIRY (INDIA),4.4,128,FMCG , 1k-5k Employees 
5123,Madras Engineering Industries,3.9,128,Auto Components , 11-50 Employees 
5124,Code Brew Labs,4.0,128,IT Services & Consulting , 201-500 Employees 
5125,NIELIT,4.4,128,Education & Training , 5k-10k Employees 
5126,Diksha Technologies,3.7,128,IT Services & Consulting , 501-1k Employees 
5127,Kutch Chemical Industries,4.0,128,Chemicals , 1k-5k Employees 
5128,Root Industries,4.0,128,Auto Components , 1k-5k Employees 
5129,Hitachi Automotive Systems,3.9,128,Auto Components , 5k-10k Employees 
5130,Indiafilings,2.9,128,Financial Services , 501-1k Employees (Global) 
5131,Agriculture Department,4.1,128,Government , Pune +58 more
5132,Fukoku,3.7,128,Automobile , 51-200 Employees 
5133,Man Industries,3.4,128,Building Material , 1k-5k Employees 
5134,Regalo Kitchens,4.2,128,Furniture & Furnishing , 201-500 Employees 
5135,Jasper Colin,4.2,128,Analytics & KPO , 201-500 Employees 
5136,Hi-Tech,3.7,128,Education & Training , 11-50 Employees 
5137,Linfox Logistics,4.2,128,Urban Transport , 51-200 Employees 
5138,GMM Pfaudler,4.0,128,Industrial Machinery , 501-1k Employees 
5139,Crimson Interactive,3.3,128,Content Development , 501-1k Employees 
5140,Lee Pharma,3.8,127,Pharma , 51-200 Employees 
5141,Tonglit Autogistic,4.0,127,Logistics , 51-200 Employees 
5142,Asianet Satellite Communications,4.1,127,Internet , 1k-5k Employees 
5143,SAI Consulting Engineers,4.2,127,Engineering & Construction , 501-1k Employees 
5144,Biesse Manufacturing,3.9,127,Architecture & Interior Design , 501-1k Employees 
5145,Chemie Tech,3.2,127,Oil & Gas , 51-200 Employees 
5146,Seco Tools,4.1,127,Metals & Mining , 201-500 Employees 
5147,BMW Industries,3.9,127,Iron & Steel , 501-1k Employees 
5148,DQ Entertainment,3.5,127,Animation & VFX , 51-200 Employees 
5149,Tecumseh Products,3.3,127,Industrial Machinery , 201-500 Employees 
5150,Phenom,3.3,127,IT Services & Consulting , 501-1k Employees 
5151,Franciscan Solutions,2.9,127,IT Services & Consulting , 501-1k Employees 
5152,Sagarsoft,4.6,127,IT Services & Consulting , 51-200 Employees 
5153,AVASOFT,3.7,127,Software Product , 501-1k Employees 
5154,Pie Infocomm,4.2,127,IT Services & Consulting , 1-10 Employees 
5155,Jabong,4.2,127,Internet , 1k-5k Employees 
5156,Droom,3.8,127,Internet , 201-500 Employees 
5157,Ganges Internationale,3.1,127,Power , 1k-5k Employees 
5158,Thomson Press India,4.1,127,Printing & Publishing , 201-500 Employees 
5159,RattanIndia Power,3.1,127,Metals & Mining , 1k-5k Employees 
5160,Enaltec Labs,3.7,127,Pharma , 51-200 Employees 
5161,L&T IDPL,4.3,127,Engineering & Construction , 201-500 Employees 
5162,Clearpack,3.8,127,Industrial Machinery , 51-200 Employees 
5163,Wave Infratech,4.1,127,Real Estate , 1k-5k Employees 
5164,Mahavir Die Casters,3.6,127,Auto Components , 501-1k Employees 
5165,Anion Healthcare Services,4.0,127,Healthcare , 51-200 Employees 
5166,Safeducate,4.2,127,Education & Training , 11-50 Employees 
5167,Kriti Industries,4.0,127,Building Material , 501-1k Employees 
5168,Sugam Parivahan,3.8,127,Logistics , 201-500 Employees 
5169,Fulcrum Worldwide Software,4.1,127,IT Services & Consulting , 501-1k Employees 
5170,Praxis home Retail,4.1,127,Retail , 1k-5k Employees 
5171,Stumpp Schuele & Somappa Springs,3.8,127,Industrial Machinery , 201-500 Employees 
5172,Electrical Maintenance,4.1,127,1-10 Employees , Chennai +45 more
5173,Gem Engserv,3.8,126,Engineering & Construction , 51-200 Employees 
5174,Woodenstreet.com,3.2,126,Furniture & Furnishing , 51-200 Employees 
5175,Cheema Boilers,4.2,126,Industrial Machinery , 501-1k Employees 
5176,Radix Electrosystems,3.5,126,Electronics Manufacturing , 201-500 Employees 
5177,Amphenol Fci,3.5,126,Electrical Equipment , 501-1k Employees 
5178,Chembond Chemicals,3.7,126,Chemicals , 51-200 Employees 
5179,Monginis Foods,3.6,126,Food Processing , 501-1k Employees 
5180,TLC Relationship Management,3.1,126,Hospitality , 501-1k Employees 
5181,STMicroelectronics,4.3,126,Semiconductors , 1k-5k Employees 
5182,TC Global,3.8,126,EdTech , 201-500 Employees 
5183,Sigma Freudenberg NOK,4.2,126,Auto Components , 1k-5k Employees 
5184,Jagsonpal Pharmaceuticals,3.6,126,Pharma , 1k-5k Employees 
5185,Hanu Software Solutions,3.5,126,IT Services & Consulting , 1-10 Employees 
5186,Givaudan,4.0,126,Beauty & Personal Care , 201-500 Employees 
5187,Torque Pharmaceuticals,3.6,126,Pharma , 51-200 Employees 
5188,Bambino Agro Industries,4.0,126,Food Processing , 201-500 Employees 
5189,Ahana Systems & Solutions,3.9,126,IT Services & Consulting , 201-500 Employees 
5190,Cerium Systems,3.2,126,IT Services & Consulting , 1k-5k Employees 
5191,Object Technology Solutions,4.1,126,IT Services & Consulting , 201-500 Employees 
5192,SEDER GROUP,4.1,126,Engineering & Construction , 10k-50k Employees (Global) 
5193,Swastik Infralogics Private Limited,4.3,126,Engineering & Construction , 1k-5k Employees 
5194,TI METAL FORMING,3.8,126,Auto Components , 201-500 Employees 
5195,RT Network Solutions,3.7,126,IT Services & Consulting , 1k-5k Employees (Global) 
5196,Hiranandani group,4.3,126,Real Estate , 1k-5k Employees 
5197,Highbar Technocrat,3.8,126,IT Services & Consulting , 201-500 Employees 
5198,Aster MIMS,3.9,126,Healthcare , 1k-5k Employees 
5199,Dream Plast India,3.1,126,Industrial Machinery , 201-500 Employees 
5200,Nilkamal Furniture,4.0,126,Furniture & Furnishing , 1k-5k Employees 
5201,SEForge,3.6,126,Engineering & Construction , 201-500 Employees 
5202,Altius Customer Services,3.6,126,BPO , 201-500 Employees 
5203,Isc Projects,4.0,126,Engineering & Construction , 51-200 Employees 
5204,MSL Driveline Systems,4.2,126,Auto Components , 201-500 Employees 
5205,MR.DIY,3.4,126,Retail , 51-200 Employees 
5206,More Mega Store,4.1,126,Retail , 11-50 Employees 
5207,HYUNDAI TRANSYS INDIA,3.9,126,Auto Components , 201-500 Employees 
5208,Green Gene Enviro Protection And Infrastructure,3.5,126,Waste Management , 24 years old 
5209,Vitromed Healthcare,3.9,126,Medical Equipment , 51-200 Employees 
5210,Intersoft Data Labs,3.6,126,IT Services & Consulting , 501-1k Employees 
5211,Capricorn Logistics,3.6,125,Logistics , 1k-5k Employees 
5212,Ginger Hotels,4.2,125,Hospitality , 501-1k Employees 
5213,Ramoji Film City,4.1,125,Media & Entertainment , 1k-5k Employees 
5214,Atidiv,3.1,125,IT Services & Consulting , 201-500 Employees 
5215,Brandix India Apparel City,3.8,125,Fashion & Textile , 51-200 Employees 
5216,DCW,4.1,125,Chemicals , 1k-5k Employees 
5217,InnoEye Technologies,3.3,125,IT Services & Consulting , 501-1k Employees 
5218,Rorito International,4.3,125,Other , 501-1k Employees 
5219,Olive Bar & Kitchen,4.3,125,Hospitality , 201-500 Employees 
5220,DelEx Cargo,4.2,125,Logistics , 51-200 Employees 
5221,Syscom Corporation,4.0,125,IT Services & Consulting , 1k-5k Employees (Global) 
5222,Neosym Industry,3.6,125,Auto Components , 501-1k Employees 
5223,Varite,3.7,125,IT Services & Consulting , 201-500 Employees 
5224,Coastal Projects,4.0,125,Engineering & Construction , 5k-10k Employees (Global) 
5225,Sahajanand Medical Technologies,3.6,125,Medical Equipment , 501-1k Employees 
5226,ASK-EHS Engineering & Consultants,3.3,125,Engineering & Construction , 201-500 Employees 
5227,NDS InfoServ,4.5,125,BPO , 201-500 Employees 
5228,Digient Technologies,4.7,125,IT Services & Consulting , 51-200 Employees 
5229,Safran Engineering Services India,3.3,125,Aviation , 201-500 Employees 
5230,IL&FS Technologies,3.9,125,Engineering & Construction , 201-500 Employees 
5231,Vsun Mobile,3.8,125,Telecom , 51-200 Employees 
5232,Aagna Global Solutions,3.5,125,BPO , 201-500 Employees (Global) 
5233,DAEWOO E&C,4.6,125,Engineering & Construction , 5k-10k Employees (Global) 
5234,CDM Smith,4.1,125,Engineering & Construction , 501-1k Employees 
5235,Tricon Infra Buildtech pvt.Ltd,2.9,125,Engineering & Construction , 201-500 Employees 
5236,Maharashtra State Electricity Transmission Company,4.2,125,Government , 1k-5k Employees 
5237,Atidan Technologies,4.2,125,IT Services & Consulting , 51-200 Employees 
5238,Gapbridge Software Services,3.9,125,IT Services & Consulting , 51-200 Employees 
5239,Intelux Electronics,3.9,125,Electronics Manufacturing , 201-500 Employees 
5240,Pps Motors,3.9,125,Automobile , 51-200 Employees 
5241,LIXIL,4.2,125,Building Material , 201-500 Employees 
5242,Horiba India,3.5,125,201-500 Employees , 70 years old 
5243,Foiwe Info Global Solution,3.7,125,IT Services & Consulting , 201-500 Employees 
5244,BDO Rise,3.5,125,Accounting & Auditing , 501-1k Employees 
5245,Webdew,4.6,125,IT Services & Consulting , 51-200 Employees 
5246,CMR Engineering College,4.5,125,Education & Training , 201-500 Employees 
5247,Any Brand,4.0,125,Fashion & Textile , 1-10 Employees 
5248,VISTRA INTERNATIONAL EXPANSION,3.7,125,Other , 501-1k Employees 
5249,Club Oxygen,4.3,125,Hospitality , 201-500 Employees 
5250,Eros Group,4.2,125,Real Estate , 501-1k Employees 
5251,Mahindra Two Wheelers,4.3,124,Automobile , 501-1k Employees 
5252,Elevate Services,3.2,124,Legal , 501-1k Employees 
5253,Autoline Industries,3.8,124,Auto Components , 1k-5k Employees 
5254,U.S. Polo Assn,4.5,124,Retail , 51-200 Employees 
5255,Smart Drive Systems,3.3,124,IT Services & Consulting , 201-500 Employees 
5256,Peninsula Land,3.8,124,Real Estate , 501-1k Employees 
5257,Verifone,3.8,124,FinTech , 501-1k Employees 
5258,Interface Microsystems,3.8,124,Auto Components , 51-200 Employees 
5259,Kantar Operations,3.5,124,Analytics & KPO , 5k-10k Employees 
5260,Ksk Energy Ventures,4.1,124,Oil & Gas , 1k-5k Employees 
5261,ING Vysya Bank,4.4,124,Banking , 5k-10k Employees 
5262,Crescent Foundry,3.8,124,Metals & Mining , 501-1k Employees 
5263,International Flavors & Fragrances,4.0,124,Chemicals , 1k-5k Employees 
5264,Fabtech Projects & Engineers,4.0,124,Engineering & Construction , 201-500 Employees 
5265,Suven Life Sciences,4.0,124,Pharma , 51-200 Employees 
5266,Sika,4.0,124,Chemicals , 201-500 Employees 
5267,Vijay Tanks & Vessels,4.1,124,Engineering & Construction , 1k-5k Employees 
5268,United Nations Development Programme,4.3,124,Non-Profit , 201-500 Employees 
5269,Oxigen Services,3.9,124,FinTech , 51-200 Employees 
5270,CL Educate,3.8,124,Education & Training , 501-1k Employees 
5271,Coverfox,3.4,124,Insurance , 201-500 Employees 
5272,Zones Corporate Solutions,3.3,124,IT Services & Consulting , 51-200 Employees 
5273,Pittie Group,3.2,124,Real Estate , 51-200 Employees 
5274,Wicked Ride Adventures,4.0,124,Internet , 51-200 Employees 
5275,Sulphur Mills,3.9,124,Agro Chemicals , 201-500 Employees 
5276,Miraj Cinemas,4.0,124,Media & Entertainment , 11-50 Employees 
5277,The Oriental Insurance Co.,4.5,124,Insurance , 10k-50k Employees 
5278,Nippon Konpo,4.0,124,Logistics , 51-200 Employees 
5279,Vishay Precision Transducers,3.9,124,Semiconductors , 1k-5k Employees 
5280,Tulip Diagnostics,4.3,124,Medical Equipment , 1k-5k Employees 
5281,Clarks Inn Group of Hotels,3.4,124,Hospitality , 201-500 Employees 
5282,Ammann Apollo,4.2,124,Industrial Machinery , 1k-5k Employees 
5283,Beumer Group,4.0,124,Industrial Machinery , 201-500 Employees 
5284,Learning Links Foundation,3.7,124,Non-Profit , 501-1k Employees 
5285,STT Global Data Centres India,4.3,124,IT Services & Consulting , 201-500 Employees 
5286,Canny Brains,4.8,124,EdTech , 201-500 Employees 
5287,Girnar Care,3.4,124,BPO , 1k-5k Employees 
5288,Mfine,3.6,124,Internet , 201-500 Employees 
5289,Mafatlal Industries,4.1,124,1k-5k Employees , Public 
5290,Protean eGov Technologies,3.7,124,Mumbai +8 more,
5291,ABC Bearings,3.9,123,Auto Components , 201-500 Employees 
5292,OM Careers,3.0,123,Recruitment , 11-50 Employees 
5293,Net Access India,3.8,123,IT Services & Consulting , 201-500 Employees 
5294,Appcino Technologies,3.9,123,IT Services & Consulting , 201-500 Employees 
5295,Fragomen Immigration Services,4.1,123,Travel & Tourism , 51-200 Employees 
5296,SurePrep,3.7,123,Software Product , 51-200 Employees 
5297,HealthSpring,3.4,123,Fitness & Wellness , 201-500 Employees 
5298,FSS,3.3,123,Internet , 1k-5k Employees 
5299,Merit Software Services,3.7,123,EdTech , 51-200 Employees 
5300,Ankur Seeds,4.2,123,Agriculture , 1k-5k Employees 
5301,GGK Technologies,3.6,123,IT Services & Consulting , 1k-5k Employees 
5302,Total Environment Building Systems,3.9,123,Real Estate , 501-1k Employees 
5303,Virinchi Technologies,3.6,123,IT Services & Consulting , 1k-5k Employees 
5304,Repro India,3.8,123,FMCG , 501-1k Employees 
5305,SurePrep,3.7,123,Software Product , 51-200 Employees 
5306,HealthSpring,3.4,123,Fitness & Wellness , 201-500 Employees 
5307,FSS,3.3,123,Internet , 1k-5k Employees 
5308,Oakridge International School,4.0,123,Education & Training , 51-200 Employees 
5309,ABC Bearings,3.9,123,Auto Components , 201-500 Employees 
5310,Carnival Group,3.5,123,Media & Entertainment , 51-200 Employees 
5311,FreshMenu,3.3,123,Internet , 201-500 Employees 
5312,Calpion Software Technologies,3.3,123,IT Services & Consulting , 201-500 Employees 
5313,Border Roads Organisation,4.0,123,Engineering & Construction , 5k-10k Employees 
5314,OM Careers,3.0,123,Recruitment , 11-50 Employees 
5315,Carwale,3.7,123,Internet , 501-1k Employees 
5316,Dynamatic Technologies,3.7,123,Auto Components , 1k-5k Employees 
5317,Umedica Laboratories,3.3,123,Pharma , 51-200 Employees 
5318,The Millennium School,3.9,123,Education & Training , 11-50 Employees 
5319,DDB Mudra Group,3.5,123,Marketing & Advertising , 1k-5k Employees 
5320,Swal Corporation,4.2,123,Agro Chemicals , 11-50 Employees 
5321,Nyx-medical Solutions,4.2,123,Healthcare , 51-200 Employees 
5322,Kama Ayurveda,4.0,123,Beauty & Personal Care , 201-500 Employees 
5323,Calpion Software Technologies,3.3,123,IT Services & Consulting , 201-500 Employees 
5324,DDB Mudra Group,3.5,123,Marketing & Advertising , 1k-5k Employees 
5325,Dr.SNS Rajalakshmi College Of Arts and Science,4.9,123,Education & Training , 201-500 Employees 
5326,Health Insurance TPA of India,3.9,123,Insurance , 51-200 Employees 
5327,DotPe,3.2,123,IT Services & Consulting , 201-500 Employees 
5328,Umlaut,3.5,123,Management Consulting , 501-1k Employees 
5329,VFI SLK Global Services,3.9,123,Financial Services , 1k-5k Employees 
5330,Link Group,3.8,123,Financial Services , 51-200 Employees 
5331,Watchyourhealth.com,4.7,123,Emerging Technologies , 201-500 Employees 
5332,RateGain,3.7,123,IT Services & Consulting , 201-500 Employees 
5333,IIFL SAMASTA,3.8,123,Bengaluru/Bangalore +69 more,
5334,Bombay Hospital,3.7,122,Healthcare , 501-1k Employees 
5335,SeQuent Scientific,3.5,122,Pharma , 501-1k Employees 
5336,Centelon,4.4,122,IT Services & Consulting , 201-500 Employees 
5337,Pinnacle Industries,3.9,122,Auto Components , 501-1k Employees 
5338,Bharat Benz,4.0,122,Automobile , 1k-5k Employees 
5339,Kopran,3.5,122,Pharma , 501-1k Employees 
5340,Impressions Services,4.1,122,Facility Management Services , 51-200 Employees 
5341,DESIGNCO,4.0,122,Import & Export , 51-200 Employees 
5342,Gujarat State Electricity Corporation,4.2,122,Government , 5k-10k Employees 
5343,Ramee Group of Hotels,3.5,122,Hospitality , 51-200 Employees 
5344,Suhail Bahwan Automobiles,4.1,122,Auto Components , 10k-50k Employees 
5345,Norwegian Cruise Line,4.5,122,Travel & Tourism , 501-1k Employees 
5346,Crown Solutions,3.3,122,IT Services & Consulting , 201-500 Employees 
5347,Ujaas Energy,3.7,122,Power , 201-500 Employees 
5348,Prestige Estates Projects,4.5,122,Real Estate , 1k-5k Employees 
5349,Vakilsearch,3.5,122,Legal , 51-200 Employees 
5350,Navitas Life Sciences,3.8,122,IT Services & Consulting , 201-500 Employees 
5351,Student Life,3.8,122,501-1k Employees , 5 years old 
5352,Fortune Integrated Assets Finance,4.0,122,Financial Services , 51-200 Employees 
5353,Optimus Drugs,4.0,122,Pharma , 201-500 Employees 
5354,Ga Digital Web Word,3.6,122,IT Services & Consulting , 201-500 Employees 
5355,Americana Group,3.6,122,Food Processing , 50k-1 Lakh Employees (Global) 
5356,Sneha Farms,3.9,122,Agriculture , 501-1k Employees (Global) 
5357,Ford Motor Credit Company,4.2,122,Financial Services , 10k-50k Employees 
5358,Elofic Industries,3.9,122,Auto Components , 201-500 Employees 
5359,Target Engineering Construction Company,3.9,122,Engineering & Construction , 10k-50k Employees 
5360,Parason Machinery,3.8,122,Industrial Machinery , 201-500 Employees 
5361,OneClick IT Consultancy,4.7,122,IT Services & Consulting , 51-200 Employees 
5362,Qube Cinema Technologies,4.1,122,Media & Entertainment , 501-1k Employees 
5363,Maxi Multiservices,2.9,122,FinTech , 201-500 Employees (Global) 
5364,Tata Strive Skill Development Centre,3.6,122,Education & Training , 501-1k Employees 
5365,BIC Contracting,4.5,122,Engineering & Construction , 1k-5k Employees 
5366,Motilal Oswal Home Finance,4.1,122,Mumbai +54 more,
5367,Pharmed,4.3,121,Pharma , 1k-5k Employees 
5368,Kumar Organic Products,3.7,121,Chemicals , 201-500 Employees 
